#id: 'binning_heatmap'
#section_name: 'Bins Abundances'
#description: "Top 30 most abundant genomes (bins) between all samples are shown here. In order to normalize the different library sizes between samples, values are represented as percentages. "
#plot_type: 'heatmap'
#anchor: 'binning_heatmap'
#pconfig:
#    title: 'Heatmap of most abundant bins per samples'
#    xlab: True
#    colstops : [[0.00, 'rgb(247,251,255)'], [0.12, 'rgb(222,235,247)'], [0.25, 'rgb(198,219,239)'], [0.38, 'rgb(158,202,225)'], [0.50, 'rgb(107,174,214)'], [0.62, 'rgb(66,146,198)'], [0.75, 'rgb(33,113,181)'], [0.88, 'rgb(8,81,156)'], [1.00, 'rgb(8,48,107)']]
#    square: False
sample	c__DRAE01	s__Streptomyces olivaceus	s__Agrobacterium cavarae	s__Streptomyces albidoflavus	g__Advenella	s__Brevibacterium sediminis	s__Achromobacter mucicolens	s__Olivibacter sp036959255	s__Staphylococcus pseudoxylosus	c__DRAE01	g__Paenibacillus_D	s__Pantoea dispersa	s__Pseudomonas_E berkeleyensis	g__Brachybacterium	s__Stenotrophomonas maltophilia_P	s__Priestia megaterium	s__Curtobacterium sp005490985	s__Nocardiopsis flavescens	s__Mammaliicoccus sciuri	g__Neorhizobium	s__Bacillus altitudinis	s__Streptomyces bacillaris	s__Agrobacterium tumefaciens_B	s__Pseudomonas_B sp913774235	s__Pantoea septica	s__Paenibacillus polysaccharolyticus	s__Bordetella_A sp002261185	g__Streptomyces	s__Achromobacter ruhlandii	Unclassified	unmapped_to_bin
numreads_bc2161	0.0	20.273057656418818	0.022801577167553003	9.259194297500947	36.751932872156814	0.038587284437397396	11.703874163357515	0.0003507934948854309	0.0	0.18030785637111146	0.0	0.0	0.0	0.6763298581391106	0.0007015869897708618	0.0	0.0	0.8825964331317441	0.0	6.939747709318478	0.694571119873153	0.44656011898915343	0.010173011351677495	0.0	0.0	0.052268230737929196	0.0	1.3856343047974518	0.0014031739795417235	0.0003507934948854309	1.4301850786479016
numreads_bc2169	0.0007605623090671703	1.348730494745782	0.07884495937329665	0.38129523761234135	2.6946722610249845	0.05552104856190344	19.376085385795232	0.0	0.0	0.9428437424736023	0.0	0.0	0.0	0.3665910329703761	13.449023311234773	0.0	0.002535207696890568	7.672806094639303	0.0	4.954809922802926	0.0	4.485542978108482	0.007605623090671703	0.0	0.0	0.3095488597903383	0.0	0.08340833322769968	3.84616359695268	0.029661930053619643	4.970528210523647
numreads_bc2170	0.0013712417691212808	0.01947163312152219	0.0649968598563487	33.8567820246659	6.458000235853584	20.656934506750623	0.013438169337388553	0.0	0.0	0.9722104143069881	0.8455076748401819	0.0	0.0	0.48487108956128494	0.061980127964281886	31.68665480085456	0.0	0.5361555317264208	0.0	0.003016731892066818	0.0	0.08337149956257388	0.0	0.0	0.0	1.0736823052219628	0.0	0.0244081034903588	0.005484967076485123	0.003016731892066818	2.4435528325741225
numreads_bc2175	94.41969128076762	0.055068836045056316	0.8302044221944096	0.09845640383813099	0.0050062578222778474	0.001668752607425949	0.003337505214851898	0.07175636211931581	0.0	0.1243220692532332	0.0008343763037129745	0.006675010429703796	0.0	0.008343763037129746	0.0025031289111389237	0.0	0.0	0.25782227784730916	0.0	0.0008343763037129745	0.9052982895285774	0.001668752607425949	0.0	0.0	0.0	0.024196912807676264	0.0025031289111389237	0.036712557363370875	0.011681268251981644	1.6428869420108467	0.92282019190655
numreads_bc2163	0.0048644616842568	26.007574147007634	0.08683964932636214	0.05891403595377681	6.2304745912951365	10.559845490283688	0.0	0.0	45.43533328769147	1.3869120757558835	0.00018016524756506668	0.0007206609902602667	0.0	0.20574871271930614	0.0007206609902602667	0.00036033049513013336	0.00036033049513013336	0.0281057786201504	0.7633601539331876	0.0	0.010809914853904	0.17548095112837495	0.0	0.0	0.014413219805205334	0.5678808603250902	0.0	0.02504296941154427	0.0	0.0019818177232157333	5.385139249719844
numreads_bc2164	0.003135019593872462	0.44061275382971143	0.004275026718916993	0.0025650160313501957	18.358389739935873	21.138297114356966	39.34506590666192	0.0	5.6458852867830425	0.11400071250445315	0.306661916636979	0.0	0.0	4.240826505165658	0.0	0.0011400071250445315	0.0002850017812611329	0.03363021018881368	0.013965087281795512	0.0	0.0	0.6515140719629497	0.0	0.0	0.00199501246882793	0.015105094406840042	0.0	0.004275026718916993	0.00199501246882793	0.002280014250089063	3.3114356964731027
numreads_bc2173	0.1812585220082138	0.0860025419738672	0.0046267190302396915	1.6593591721983176	4.548336966668572	0.22344331316628158	5.184102593412097	49.37852277026163	0.0	0.0029937593725080356	0.0	6.641791247880555	0.02013983577869042	5.878926927776916	0.006531838630926623	0.0	0.010614237775255763	4.644953746417695	0.0	0.059330867564250156	0.0010886397718211037	0.21391771516284688	0.0008164798288658279	0.007620478402747727	0.06395758659448986	0.0021772795436422075	0.026127354523706493	0.1298202927896666	5.368627034735773	0.0005443198859105519	2.2044955379377353
numreads_bc2125	65.78269090748016	1.9128814619790757	29.64377964004219	0.004567992491881431	0.008305440894329877	0.002076360223582469	0.005536960596219917	0.027131106921477594	0.0	0.004567992491881431	0.0005536960596219917	0.004291144462070436	0.00013842401490549793	0.00470641650678693	0.0013842401490549792	0.00013842401490549793	0.0	0.0033221763577319504	0.0005536960596219917	0.0012458161341494813	0.497080637525643	0.0004152720447164938	0.0016610881788659752	0.0	0.0004152720447164938	0.0008305440894329876	0.0	0.00027684802981099585	0.003460600372637448	0.7105304685099209	0.6526692302794227
numreads_bc2167	0.010059658146573594	31.569394146153712	44.17086548050176	0.11371787470039714	0.0	0.0004373764411553736	0.0	0.0	0.0	0.8194247625045925	0.0	0.0	0.0	0.0006560646617330604	0.0002186882205776868	0.0	0.0	0.0	0.0006560646617330604	0.0	0.0	0.0008747528823107472	0.0	0.0	0.0	0.2552091534141605	0.0	0.08813135289280778	0.0	0.0008747528823107472	17.752453681834883
numreads_bc2162	0.0046559992550401184	7.694504368879302	0.1359551782471715	13.309329070507347	0.005587199106048143	0.8837086586066146	0.0	0.0	0.0	3.6481306162991016	0.2684959570406469	0.9091614545341673	0.0	0.8101438703769807	0.0	0.05897599056384151	0.0	10.324523148076297	0.0	0.0	0.0	16.354973383204257	0.0	0.0	22.17155805255071	0.5894495056880791	0.0	1.4526717675725171	0.0	0.016140797417472413	9.051572951748328
numreads_bc2176	95.56290551907334	0.20408636563927735	1.0848332075633267	0.0007135886910464242	0.0005351915182848182	0.0003567943455232121	0.00017839717276160605	0.0012487802093312426	0.0	0.00499512083732497	0.0	0.00017839717276160605	0.0	0.0007135886910464242	0.0003567943455232121	0.0	0.0	0.00017839717276160605	0.0	0.0	0.8793196645419563	0.0	0.0	0.0	0.0	0.0017839717276160606	0.0	0.00017839717276160605	0.0003567943455232121	1.3490394204232652	0.8718269832859689
numreads_bc2123	0.0016297603553808867	37.28356200423272	0.03725166526584884	17.27569258994531	0.0011641145395577762	0.0011641145395577762	0.0	0.0	0.0	0.30313542610084493	0.048892810661426596	29.043260824519045	0.0	3.8050247839985474	0.0006984687237346657	0.0060533956057004365	0.0	0.984608077557967	0.00046564581582311045	0.00046564581582311045	0.0011641145395577762	0.06682017457061634	0.00023282290791155522	0.0	0.0	0.11408322487666206	0.0	4.842716484560349	0.0	0.0013969374474693313	1.0064934309016533
numreads_bc2174	0.006155628779375022	32.24173516312416	0.019553173769779483	26.216822971358223	0.2009631748560669	19.073396820798784	0.12130209653474308	2.277220552558207	0.0	0.3132128761270232	4.751421226056415	0.17887533041242712	0.0036209581055147194	5.0964985335119675	0.010138682695441215	0.0003620958105514719	0.0003620958105514719	0.1625810189376109	0.0	0.0036209581055147194	0.014121736611507407	0.13216497085128726	0.0	0.0	0.0028967664844117753	0.07495383278415468	0.003258862294963247	2.439077379874715	0.12057790491364015	0.0007241916211029438	1.871311148930007
numreads_bc2165	0.004342339163828314	13.280501540173423	0.07409116198282062	7.158346111570976	15.49618009851682	0.1118152334685791	0.2979930251177181	25.803807688654285	0.04179501445184753	0.09851681977935489	0.028496600762623312	0.017369356655313258	0.0	0.16120934145712618	0.4046517308292511	0.009770263118613709	0.00027139619773926965	0.030124977949058933	0.00027139619773926965	4.527159974488757	0.0	0.03555290190384433	21.213955192487756	0.00027139619773926965	0.0010855847909570786	0.038809656276715565	0.0005427923954785393	0.924918241895431	0.0089560745253959	0.0005427923954785393	2.337806847326069
numreads_bc2122	0.025177069499778666	13.887228862328463	0.9016710934041612	3.6531651173085433	0.0	0.0002766710934041612	0.0	0.0	0.0	13.526726427622842	0.06197432492253209	0.8574037184594954	0.0	6.602755644090305	0.0013833554670208057	0.0002766710934041612	28.581783975210268	0.34915891987605135	0.0	0.0	0.0	0.3842961487383798	0.0	0.0	0.0	4.742142540947322	0.0	1.4309428950863214	0.0	0.031817175741478534	6.97404825143869
numreads_bc2166	1.5250287806704854	0.8179952009098853	0.11026811101710196	1.3433291260385314	10.3686699862685	13.633368933520117	0.0006935101321830312	0.06345617709474735	0.00797536652010486	0.09743817357171589	0.0034675506609151557	0.0003467550660915156	0.0	17.29683620677698	0.0017337753304575779	0.7157024564128882	0.0	0.11512268194238318	30.354591730585184	1.0381846678779976	0.005548081057464249	1.1085759462945755	0.023232589428131546	0.0	0.0003467550660915156	0.0312079559482364	0.0003467550660915156	0.13037990485040984	0.0	0.022539079295948512	3.648210050348836
numreads_bc2168	94.5520670062696	0.5473648119122257	1.18831868562472	0.007522111509180474	0.0010495969547693685	0.0008746641289744737	0.0	0.0017493282579489474	0.00017493282579489474	0.22198975593372144	0.0	0.046532131661442	0.0	0.0012245297805642632	0.0010495969547693685	0.0	0.0005247984773846842	0.001574395432154053	0.002274126735333632	0.0	0.8774630541871921	0.0	0.0005247984773846842	0.0	0.0	0.018542879534258844	0.0	0.003848522167487685	0.0	1.3728728168383342	1.0956042879534258
numreads_bc2124	0.006416364295499242	1.1979352139697084	2.615310086845491	0.005774727865949317	0.00032081821477496203	0.00032081821477496203	0.0	0.0	0.0	26.717740926458838	49.32676297629474	0.0	0.0	0.00032081821477496203	0.0035290003625245824	0.0	0.0	0.0038498185772995446	0.00032081821477496203	0.0	0.0	0.0016040910738748105	0.0	0.0	0.0	8.942807736852068	0.0	0.007058000725049165	0.0	0.024382184322897116	7.575159687266404
numreads_bc2126	83.32401328454088	7.484356834583229	1.887278322744664	1.1644801369352902	0.0007573854549172619	0.0007573854549172619	0.00126230909152877	0.008583701822395635	0.0	0.12522106187965398	0.000252461818305754	0.001009847273223016	0.0	0.001641001818987401	0.000631154545764385	0.000126230909152877	0.0	0.015273940007498116	0.0	0.000126230909152877	3.66145375088835	0.0026508490922104166	0.000126230909152877	0.0	0.0	0.035597116381111314	0.0	0.04190866183875516	0.001009847273223016	1.064252795067906	0.9107560095380074
numreads_bc2172	78.71723070687717	0.2223000067549726	1.482102393102559	0.03561712815411163	0.5241244634402461	0.16518978402510393	6.03464686845612	0.0	0.0	0.016273343035930313	0.0	0.0003070442082251002	0.04083687969393834	0.0	0.05588204589696825	0.0027633978740259023	0.0	0.02640580190735862	0.0	0.02180013878398212	1.0906210276155561	0.48727915845323416	0.0015352210411255012	0.0	0.0	0.007062016789177306	0.04759185227489054	0.0006140884164502004	0.005833839956276905	0.9432398076675079	1.4173160651670629
numreads_bc2171	0.009061778676124479	0.4266587460008609	0.039771139745212986	0.6763610917429577	0.23988541884296188	0.04832948627266389	1.725010257430029	0.0	0.0	0.2904803497846569	0.0002517160743367911	0.40224228679019214	39.40866859816801	0.027185336028373433	21.540099629222222	0.02844391640005739	0.0	1.2633629770963544	0.0	7.809491206298944	0.0	0.0012585803716839553	0.003524025040715075	0.0	0.0027688768177047017	0.0931349475046127	14.105413657610761	0.05034321486735822	1.96967828168539	0.006292901858419777	4.149539485442001
numreads_bc2127	82.4340747789345	0.4479241906179973	0.6156800583755907	0.0867745267460292	0.00024651854189212843	0.0004930370837842569	0.0004930370837842569	0.00382103739932799	0.0	0.1299152715771517	0.00012325927094606422	0.0004930370837842569	0.0	0.003574518857435862	0.0004930370837842569	0.0	0.0	0.0004930370837842569	0.0	0.0	2.4698692712172345	0.00012325927094606422	0.0	9.392356446090092	0.00012325927094606422	0.05078281962977846	0.0	0.00850488969527843	0.0007395556256763852	0.14409008773594906	0.8194276332494348
numreads_bc2121	0.0019537164571305768	88.76075765124207	0.16704275708466432	0.18877785267024197	0.004395862028543797	0.0024421455714132207	0.0	0.0	0.0	3.0912678642948546	0.002686360128554543	0.14359815959909739	0.0	0.12552628237063954	0.0007326436714239663	0.0002442145571413221	0.3795094217976145	0.015385517099903292	0.002930574685695865	0.0002442145571413221	0.014897087985620647	0.0007326436714239663	0.0	0.0	0.0	1.180533169221151	0.0	0.04957555509968838	0.0	0.006349578485674374	0.8938252791372389
numreads_bc2128	88.64891998452126	2.745923231017168	1.7384060932796448	0.2871960003916309	0.0006216363644840496	0.00046622727336303717	0.000777045455605062	0.002797363640178223	0.0	0.0638731364507361	0.09837395467960083	0.0003108181822420248	0.0	0.000777045455605062	0.0018649090934521487	0.0	0.0	0.0012432727289680991	0.0001554090911210124	0.0	2.8299995493136354	0.002020318184573161	0.0	0.0363657273223169	0.0	0.018493681843400476	0.0	0.10971881833143475	0.0006216363644840496	1.0903501833050229	1.3749042291475966
sum_numreads	36.481351684599304	11.420153779107746	4.5828958648620555	3.879379810365166	3.2899345537630875	2.911275195561519	2.812643339465044	2.7025204859213825	2.5954873279568815	1.7562630704135902	1.6507175436538704	1.5090492796908779	1.4950502886099897	1.4386347359979097	1.3412425725720858	1.1251546039801763	1.0004987378975003	0.9286060990972176	0.8760049854717554	0.8615959421998061	0.8352858492896085	0.7916772755750981	0.7469720506519353	0.7291586205844293	0.6844915400511326	0.6074494086189156	0.5369108956588824	0.45942056764573774	0.41193080226234374	0.4074106920632014	3.1891284674442404
